"zámek, palác","palace ","[ˈpælɪs]","1","1541014271","1541446271"
"jeskyně","cave ","[keɪv]","1","1541014282","1541446282"
"panelák","block of flats","","1","1541014287","1541446287"
"nevyužité zdroje","unused resources","","1","1541014394","1541446394"
"můžeš mi půjčit pero?","Can you lend me a pen?","","1","1541014441","1541446441"
"ziskový, výdělečný","profitable ","[ˈprɒfɪtəbəl]","1","1541014448","1541446448"
